"","Customer.ID","City","State","Region","Month","Year","summedSaleByCustomer"
"452","PJ-19015","Columbus","Ohio","East",8,2014,9.912
"453","PK-19075","Apple Valley","California","West",12,2013,563.92
"454","PK-19075","Milwaukee","Wisconsin","Central",3,2014,25.06
"455","PM-18940","Texas City","Texas","Central",2,2012,301.742
"456","PO-18850","Hialeah","Florida","South",10,2014,33.472
"457","PO-18850","Philadelphia","Pennsylvania","East",8,2013,1269.87
"458","PO-18865","Indianapolis","Indiana","Central",8,2014,338.86
"459","PO-18865","Los Angeles","California","West",3,2011,935.152
"460","PS-18760","Los Angeles","California","West",4,2014,562.702
"461","PS-18970","Henderson","Kentucky","South",11,2012,89.36
"462","PS-18970","Seattle","Washington","West",3,2014,425.056
"463","PS-18970","Tulsa","Oklahoma","Central",10,2014,36.44
"464","PS-19045","Sterling Heights","Michigan","Central",2,2012,79.36
"465","PT-19090","Jacksonville","Florida","South",10,2014,60.2956
"466","PV-18985","Cambridge","Massachusetts","East",3,2014,90.6
"467","PV-18985","Los Angeles","California","West",10,2014,1013.883
"468","PV-18985","Milwaukee","Wisconsin","Central",2,2013,490.32
"469","PW-19030","Rome","New York","East",2,2012,90.882
"470","PW-19240","Louisville","Colorado","West",11,2011,181.788
"471","PW-19240","San Francisco","California","West",12,2012,359.499
"472","PW-19240","Wilmington","Delaware","East",11,2012,420.64
"473","RA-19885","Jacksonville","Florida","South",8,2012,4.8438
"474","RA-19885","San Francisco","California","West",9,2014,1035.803
"475","RB-19465","Detroit","Michigan","Central",6,2014,487.96
"476","RB-19465","Fremont","Nebraska","Central",12,2014,15.92
"477","RB-19465","Los Angeles","California","West",12,2014,172.26
"478","RB-19465","Milford","Connecticut","East",3,2013,199.75
"479","RB-19570","Chicago","Illinois","Central",9,2013,198.744
"480","RC-19825","Colorado Springs","Colorado","West",12,2013,11.328
"481","RD-19585","Detroit","Michigan","Central",11,2013,49.44
"482","RD-19585","Henderson","Kentucky","South",10,2012,104.51
"483","RD-19720","San Francisco","California","West",7,2011,112.542
"484","RD-19720","Seattle","Washington","West",5,2013,11.96
"485","RD-19810","Fayetteville","North Carolina","South",10,2011,22.32
"486","RD-19930","Dallas","Texas","Central",10,2011,61.4636
"487","RE-19450","Dallas","Texas","Central",3,2014,26.88
"488","RE-19450","Decatur","Illinois","Central",6,2011,210.176
"489","RF-19345","Phoenix","Arizona","West",12,2011,93.174
"490","RF-19735","Trenton","Michigan","Central",10,2014,277.6138
"491","RK-19300","Philadelphia","Pennsylvania","East",9,2014,12.192
"492","RM-19375","Burlington","Vermont","East",2,2014,639.9838
"493","RO-19780","Arlington","Virginia","South",12,2012,173.94
"494","RO-19780","San Francisco","California","West",11,2013,29.74
"495","RP-19270","San Francisco","California","West",10,2011,307.9638
"496","RP-19390","Houston","Texas","Central",4,2014,9.6876
"497","RP-19390","Thornton","Colorado","West",10,2012,10.944
"498","RP-19855","Richmond","Kentucky","South",4,2011,115.36
"499","RR-19525","Nashville","Tennessee","South",12,2012,97.424
"500","RW-19540","Los Angeles","California","West",2,2012,136.92
"501","RW-19630","Columbia","Missouri","Central",12,2011,77.21
"502","RW-19630","San Francisco","California","West",7,2013,715.64
"503","RW-19630","Torrance","California","West",12,2013,907.858999999999
"504","RW-19690","Springfield","Missouri","Central",9,2014,808.92
"505","SA-20830","Moreno Valley","California","West",2,2011,19.44
"506","SB-20185","Chicago","Illinois","Central",9,2011,504.55
"507","SC-20020","Houston","Texas","Central",4,2011,60.208
"508","SC-20020","Philadelphia","Pennsylvania","East",11,2012,577.584
"509","SC-20050","Los Angeles","California","West",2,2013,166.292
"510","SC-20050","Lubbock","Texas","Central",4,2014,11.364
"511","SC-20050","Norwich","Connecticut","East",5,2012,22.2
"512","SC-20095","Fayetteville","Arkansas","South",9,2011,901.762999999999
"513","SC-20230","Arlington","Texas","Central",7,2013,911.256
"514","SC-20380","Boise","Idaho","West",9,2014,89.97
"515","SC-20380","El Paso","Texas","Central",3,2011,574.194
"516","SC-20380","Fairfield","Connecticut","East",3,2014,523.16
"517","SC-20380","Houston","Texas","Central",9,2013,15.624
"518","SC-20380","Pembroke Pines","Florida","South",2,2014,120.1398
"519","SC-20440","New Bedford","Massachusetts","East",8,2012,52.2
"520","SC-20575","Chicago","Illinois","Central",8,2014,4.8438
"521","SC-20695","Saint Louis","Missouri","Central",7,2012,52.59
"522","SC-20770","San Francisco","California","West",6,2012,383.616
"523","SC-20845","Louisville","Colorado","West",8,2014,266.52
"524","SD-20485","Midland","Michigan","Central",4,2012,1088.495
"525","SE-20110","Denver","Colorado","West",3,2014,901.762999999999
"526","SF-20200","Richmond","Indiana","Central",12,2011,207.24
"527","SF-20965","Wilmington","Delaware","East",10,2012,77.55
"528","SG-20080","Redlands","California","West",10,2012,2168.094
"529","SG-20470","San Francisco","California","West",11,2011,183.61
"530","SG-20890","Amarillo","Texas","Central",8,2013,19.648
"531","SH-19975","Chicago","Illinois","Central",5,2013,4.8438
"532","SH-19975","Pearland","Texas","Central",9,2014,24.62
"533","SH-19975","San Francisco","California","West",9,2014,163.38
"534","SJ-20500","Newark","Delaware","East",11,2013,128.4
"535","SJ-20500","Santa Fe","New Mexico","West",8,2011,92.52
"536","SK-19990","Toledo","Ohio","East",12,2014,634.8018
"537","SL-20155","Durham","North Carolina","South",10,2011,67.76
"538","SL-20155","Jacksonville","Florida","South",3,2012,901.762999999999
"539","SL-20155","Muskogee","Oklahoma","Central",10,2014,1163.873
"540","SM-20905","Newark","Ohio","East",5,2013,1043.041
"541","SM-20950","Broomfield","Colorado","West",9,2013,68.432
"542","SM-20950","Fairfield","Connecticut","East",8,2012,470.36
"543","SN-20560","Peoria","Arizona","West",6,2012,101.3118
"544","SN-20710","Houston","Texas","Central",12,2012,1228.9532
"545","SN-20710","Los Angeles","California","West",11,2012,221.79
"546","SO-20335","Los Angeles","California","West",2,2014,154.9
"547","SP-20545","Chicago","Illinois","Central",4,2013,195.976
"548","SP-20620","Colorado Springs","Colorado","West",2,2012,34.4438
"549","SP-20620","Los Angeles","California","West",9,2012,170.136
"550","SP-20650","San Jose","California","West",5,2012,244.78
"551","SP-20860","Los Angeles","California","West",3,2014,24.57
"552","SP-20920","Columbus","Ohio","East",3,2014,315.041
"553","SS-20140","Columbus","Georgia","South",9,2014,997.83
"554","SS-20140","Seattle","Washington","West",9,2012,99.2
"555","SS-20410","Buffalo Grove","Illinois","Central",5,2011,355.455
"556","SS-20515","Franklin","Wisconsin","Central",8,2013,47.97
"557","SS-20515","Newark","Delaware","East",7,2011,39.48
"558","SS-20590","Seattle","Washington","West",5,2013,93.98
"559","SS-20590","Wichita","Kansas","Central",6,2013,18.9
"560","SV-20365","Philadelphia","Pennsylvania","East",7,2014,807.898
"561","SV-20785","Baltimore","Maryland","East",2,2014,35.73
"562","SV-20785","Burlington","Vermont","East",11,2012,715.2
"563","SV-20815","Indianapolis","Indiana","Central",5,2012,125.93
"564","SV-20935","Oceanside","New York","East",3,2013,35.3
"565","SW-20245","Troy","New York","East",11,2012,109.764
"566","SW-20455","San Diego","California","West",7,2014,291.988
"567","SW-20455","San Francisco","California","West",11,2012,119.9
"568","SW-20455","Seattle","Washington","West",9,2013,901.762999999999
"569","SW-20755","Seattle","Washington","West",11,2011,94.732
"570","SZ-20035","Saint Charles","Illinois","Central",12,2012,1349.63
"571","SZ-20035","Seattle","Washington","West",2,2014,604.768
"572","TB-21055","Fairfield","Ohio","East",8,2014,16.52
"573","TB-21055","Troy","New York","East",6,2013,658.2538
"574","TB-21190","Fayetteville","Arkansas","South",11,2012,6.24
"575","TB-21250","Bloomington","Illinois","Central",12,2012,12.224
"576","TB-21280","Phoenix","Arizona","West",6,2011,8.226
"577","TB-21400","Miami","Florida","South",2,2011,25.248
"578","TB-21520","Philadelphia","Pennsylvania","East",9,2012,1149.3468
"579","TB-21595","Columbus","Indiana","Central",3,2014,4.8438
"580","TB-21595","Lubbock","Texas","Central",2,2011,25.16
"581","TC-20980","Decatur","Alabama","South",12,2011,521.92
"582","TC-20980","Long Beach","New York","East",9,2012,85.848
"583","TC-21475","Seattle","Washington","West",11,2012,141.96
"584","TC-21535","Los Angeles","California","West",11,2011,6.72
"585","TD-20995","Virginia Beach","Virginia","South",5,2011,34.2
"586","TG-21640","Pocatello","Idaho","West",6,2012,495.736
"587","TH-21115","Philadelphia","Pennsylvania","East",11,2014,893.0358
"588","TH-21235","Chicago","Illinois","Central",5,2014,111.7128
"589","TH-21235","Long Beach","California","West",11,2011,4.8438
"590","TH-21550","Columbia","Maryland","East",8,2014,394.48
"591","TM-21010","Jackson","Mississippi","South",4,2011,47.79
"592","TN-21040","Park Ridge","Illinois","Central",5,2013,286.4
"593","TP-21130","Springfield","Oregon","West",4,2012,35.208
"594","TP-21415","Freeport","New York","East",11,2012,322.59
"595","TP-21415","Philadelphia","Pennsylvania","East",8,2014,901.762999999999
"596","TP-21565","Aurora","Colorado","West",2,2014,337.688
"597","TR-21325","San Francisco","California","West",12,2011,58.2
"598","TS-21205","Asheville","North Carolina","South",3,2011,16.272
"599","TS-21205","Riverside","California","West",8,2013,947.722999999999
"600","TS-21370","Phoenix","Arizona","West",5,2014,209.979
"601","TS-21430","Los Angeles","California","West",8,2013,8.26
"602","TS-21430","Oklahoma City","Oklahoma","Central",11,2013,30.36
"603","TS-21505","Parker","Colorado","West",12,2014,193.634
"604","TS-21610","Freeport","Illinois","Central",10,2014,170.572
"605","TS-21610","San Francisco","California","West",6,2014,920.302999999999
"606","TS-21655","Houston","Texas","Central",2,2012,694.1238
"607","TT-21220","Houston","Texas","Central",4,2012,92.052
"608","TT-21220","Virginia Beach","Virginia","South",10,2012,182.91
"609","TT-21460","Fort Worth","Texas","Central",12,2012,1262.475
"610","TT-21460","Houston","Texas","Central",3,2014,117.0638
"611","TT-21460","Richmond","Indiana","Central",11,2014,2105.743
"612","TW-21025","Charlottesville","Virginia","South",9,2012,67.96
"613","TW-21025","Plainfield","New Jersey","East",7,2014,6.48
"614","TW-21025","Seattle","Washington","West",6,2014,291.136
"615","VD-21670","Pleasant Grove","Utah","West",8,2011,1938.047
"616","VF-21715","Columbus","Indiana","Central",12,2014,28.16
"617","VG-21805","Lakewood","New Jersey","East",3,2014,8.94
"618","VG-21805","Philadelphia","Pennsylvania","East",8,2013,53.456
"619","VM-21835","Newark","Delaware","East",3,2013,162.52
"620","VP-21730","Sterling Heights","Michigan","Central",7,2012,19
"621","VP-21760","Columbia","Tennessee","South",10,2014,920.290999999999
"622","VP-21760","Columbus","Ohio","East",5,2012,366.666
"623","VW-21775","Lakewood","Ohio","East",10,2013,661.176
"624","VW-21775","San Francisco","California","West",2,2014,21.336
"625","WB-21850","Los Angeles","California","West",6,2014,1100.62
"626","WB-21850","Los Angeles","California","West",11,2011,1729.416
"627","XP-21865","Hollywood","Florida","South",9,2011,337.088
"628","XP-21865","Los Angeles","California","West",10,2014,35.2
"629","XP-21865","Westland","Michigan","Central",2,2011,708.616
"630","YS-21880","Burlington","North Carolina","South",7,2014,9.552
"631","YS-21880","Columbus","Georgia","South",5,2014,34.5
"632","YS-21880","Los Angeles","California","West",12,2012,457.96
"633","ZC-21910","Houston","Texas","Central",6,2014,155.8636
